Date,Open,High,Low,Close,Adj Close,Volume
1989-07-20,0.000000,0.371094,0.347656,0.347656,0.282707,33836800
1989-07-21,0.000000,0.351563,0.335938,0.335938,0.273177,9337600
1989-07-24,0.000000,0.339844,0.335938,0.339844,0.276354,3699200
1989-07-25,0.000000,0.347656,0.335938,0.339844,0.276354,1820800
1989-07-26,0.000000,0.351563,0.339844,0.343750,0.279530,2361600
1989-07-27,0.000000,0.355469,0.343750,0.355469,0.289059,4419200
1989-07-28,0.000000,0.355469,0.347656,0.347656,0.282707,5072000
1989-07-31,0.000000,0.355469,0.347656,0.347656,0.282707,1932800
1989-08-01,0.000000,0.351563,0.343750,0.343750,0.279530,2662400
1989-08-02,0.000000,0.351563,0.343750,0.347656,0.282707,3577600
1989-08-03,0.000000,0.355469,0.347656,0.347656,0.282707,2448000
1989-08-04,0.000000,0.355469,0.347656,0.347656,0.282707,1939200
1989-08-07,0.000000,0.347656,0.347656,0.347656,0.282707,208000
1989-08-08,0.000000,0.359375,0.351563,0.355469,0.289059,10144000
1989-08-09,0.000000,0.359375,0.355469,0.355469,0.289059,1433600
1989-08-10,0.000000,0.359375,0.355469,0.355469,0.289059,1491200
1989-08-11,0.000000,0.359375,0.355469,0.355469,0.289059,1955200
1989-08-14,0.000000,0.359375,0.355469,0.355469,0.289059,499200
1989-08-15,0.000000,0.359375,0.347656,0.347656,0.282707,1107200
1989-08-16,0.000000,0.359375,0.343750,0.343750,0.279530,1504000
1989-08-17,0.000000,0.351563,0.343750,0.351563,0.285883,409600
1989-08-18,0.000000,0.351563,0.339844,0.339844,0.276354,851200
1989-08-21,0.000000,0.343750,0.320313,0.320313,0.260471,953600
1989-08-22,0.000000,0.324219,0.316406,0.320313,0.260471,1433600
1989-08-23,0.000000,0.324219,0.320313,0.320313,0.260471,272000
1989-08-24,0.000000,0.328125,0.320313,0.324219,0.263648,505600
1989-08-25,0.000000,0.332031,0.320313,0.324219,0.263648,854400
1989-08-28,0.000000,0.332031,0.324219,0.332031,0.270001,35200
1989-08-29,0.000000,0.335938,0.328125,0.328125,0.266824,636800
1989-08-30,0.000000,0.335938,0.328125,0.335938,0.273177,1542400
1989-08-31,0.000000,0.339844,0.335938,0.339844,0.276354,928000
1989-09-01,0.000000,0.351563,0.332031,0.351563,0.285883,646400
1989-09-05,0.000000,0.367188,0.343750,0.367188,0.298589,1593600
1989-09-06,0.000000,0.371094,0.355469,0.367188,0.298589,1193600
1989-09-07,0.000000,0.382813,0.363281,0.363281,0.295412,2896000
1989-09-08,0.000000,0.371094,0.363281,0.367188,0.298589,320000
1989-09-11,0.000000,0.367188,0.359375,0.359375,0.292236,140800
1989-09-12,0.000000,0.355469,0.351563,0.355469,0.289059,156800
1989-09-13,0.000000,0.359375,0.351563,0.351563,0.285883,505600
1989-09-14,0.000000,0.359375,0.351563,0.351563,0.285883,768000
1989-09-15,0.000000,0.359375,0.351563,0.359375,0.292236,233600
1989-09-18,0.000000,0.375000,0.351563,0.375000,0.304942,492800
1989-09-19,0.000000,0.371094,0.359375,0.371094,0.301765,1673600
1989-09-20,0.000000,0.375000,0.363281,0.363281,0.295412,262400
1989-09-21,0.000000,0.363281,0.363281,0.363281,0.295412,201600
1989-09-22,0.000000,0.375000,0.363281,0.375000,0.304942,16000
1989-09-25,0.000000,0.375000,0.363281,0.363281,0.295412,195200
1989-09-26,0.000000,0.375000,0.367188,0.371094,0.301765,131200
1989-09-27,0.000000,0.371094,0.363281,0.371094,0.301765,1968000
1989-09-28,0.000000,0.375000,0.367188,0.375000,0.304942,2019200
1989-09-29,0.000000,0.378906,0.367188,0.378906,0.308118,364800
1989-10-02,0.000000,0.386719,0.375000,0.386719,0.314471,707200
1989-10-03,0.000000,0.398438,0.386719,0.386719,0.314471,563200
1989-10-04,0.000000,0.398438,0.386719,0.386719,0.314471,726400
1989-10-05,0.000000,0.394531,0.382813,0.386719,0.314471,572800
1989-10-06,0.000000,0.429688,0.390625,0.429688,0.349413,2908800
1989-10-09,0.445313,0.484375,0.445313,0.476563,0.387530,4614400
1989-10-10,0.484375,0.500000,0.484375,0.500000,0.406589,6339200
1989-10-11,0.503906,0.507813,0.488281,0.496094,0.403413,5324800
1989-10-12,0.496094,0.496094,0.468750,0.472656,0.384354,1801600
1989-10-13,0.476563,0.488281,0.472656,0.472656,0.384354,1974400
1989-10-16,0.437500,0.460938,0.410156,0.441406,0.358942,2611200
1989-10-17,0.441406,0.460938,0.433594,0.460938,0.374824,2736000
1989-10-18,0.460938,0.492188,0.460938,0.488281,0.397060,2115200
1989-10-19,0.496094,0.523438,0.492188,0.519531,0.422472,1792000
1989-10-20,0.507813,0.519531,0.503906,0.507813,0.412942,489600
1989-10-23,0.511719,0.511719,0.484375,0.488281,0.397060,668800
1989-10-24,0.500000,0.500000,0.484375,0.492188,0.400236,899200
1989-10-25,0.496094,0.566406,0.484375,0.562500,0.457413,5222400
